Id,SalePrice
1461,100795.31130960165
1462,173686.10491834907
1463,196451.92801598087
1464,207144.16543469718
1465,186111.93867443735
1466,189362.79330141516
1467,176612.0863331966
1468,181168.45109837595
1469,195615.42637608713
1470,125968.27133406745
1471,218676.38056157436
1472,110506.57453022897
1473,102878.39046620252
1474,164048.48820798052
1475,81040.94859823119
1476,330856.30093277013
1477,239846.73567288741
1478,291232.84604786383
1479,287620.9278583275
1480,430222.1476831096
1481,308839.95974516217
1482,220332.32728058845
1483,175676.0085299639
1484,182255.79768354632
1485,189295.9242301071
1486,211189.58435753873
1487,313124.6402022671
1488,253228.2570004193
1489,186906.99449321115
1490,242308.69093976775
1491,215296.13666929677
1492,57552.73549217591
1493,228715.83425691305
1494,293172.0268907128
1495,269114.17770721996
1496,244289.27658592025
1497,184442.6344819027
1498,179147.4892215114
1499,157297.14629583945
1500,169669.38635461405
1501,218368.75234688772
1502,152022.5641965014
1503,264051.7174287699
1504,230299.71621490596
1505,220162.40021195728
1506,199526.55258873804
1507,264632.1222201879
1508,223740.22755791945
1509,137514.39614156308
1510,154650.67870878056
1511,145700.7050716458
1512,188231.16923010163
1513,160936.1500079129
1514,127756.42281780858
1515,221939.40895186132
1516,158113.93762690993
1517,166795.56061903946
1518,101550.12140119635
1519,238497.8886948973
1520,118247.3758351882
1521,113239.29157826863
1522,186850.4430677793
1523,101767.27818475664
1524,94555.24697287986
1525,75010.66680599796
1526,85027.35752867302
1527,82379.65008109715
1528,117731.82173045725
1529,113882.1856961064
1530,209721.1313467105
1531,161567.30454004928
1532,41048.931846924126
1533,148273.37163439998
1534,137627.665540569
1535,143112.19740183372
1536,75497.57627918757
1537,113427.10352737596
1538,126354.10443312163
1539,172050.3630677741
1540,90529.0704501872
1541,123533.85493727215
1542,124284.57415530551
1543,198213.040572091
1544,86250.43046320556
1545,65958.88067264529
1546,88498.67345066089
1547,151873.65075167269
1548,99860.95146321366
1549,88800.8332770979
1550,118419.56380247977
1551,94617.51351212198
1552,144403.68093738938
1553,108258.93353909906
1554,68821.28397405939
1555,173880.64527626336
1556,72282.65165256802
1557,77602.84343274683
1558,67171.54149036063
1559,113912.61193312472
1560,76367.14292806247
1561,115793.63086051773
1562,106313.14950567437
1563,84516.12965982268
1564,162771.34134177072
1565,118095.69470221968
1566,239559.67883532355
1567,77769.6854072609
1568,261831.0069697937
1569,189085.91628832137
1570,100943.15149967093
1571,123130.26064495416
1572,117521.75164291682
1573,253063.0572997937
1574,116430.11902508326
1575,267232.82517978223
1576,255527.72529167915
1577,189532.17025698582
1578,119697.53978999192
1579,158812.57894198596
1580,199482.6250831196
1581,128013.68586713495
1582,95985.03687467612
1583,301051.4317142586
1584,226152.48182717897
1585,151174.8713375996
1586,61594.81028232165
1587,74741.85107392352
1588,148364.64292526105
1589,112100.48517906666
1590,121235.32217221381
1591,60318.62660859758
1592,142605.3243935709
1593,95150.46585081052
1594,117221.66554289917
1595,87988.42688183812
1596,200472.93295416748
1597,145060.2693441743
1598,188781.40122605674
1599,162646.35210174555
1600,172763.3126901281
1601,64210.24206371745
1602,83578.18358641537
1603,17743.09379193699
1604,265221.4880937692
1605,233534.57455953956
1606,168276.48565208865
1607,144236.6473410409
1608,214952.9330064361
1609,178042.21889316896
1610,149825.2997041205
1611,154597.0952065708
1612,185771.49672835646
1613,173758.6207419578
1614,129528.66623799503
1615,58349.04637723183
1616,57152.079383091535
1617,88254.71999623068
1618,82663.32298343815
1619,137648.4678062005
1620,175211.08236113843
1621,126193.83791093202
1622,124184.84296964249
1623,223850.3721370669
1624,230585.7005131673
1625,96261.82153560221
1626,193227.75714655314
1627,200045.01921686297
