Id,SalePrice
1461,102615.56362551171
1462,142638.0133897825
1463,201817.1913244794
1464,199229.69104659464
1465,186736.31020549685
1466,191377.849912317
1467,181595.81929662684
1468,182598.93930901494
1469,195324.47343424754
1470,126035.15279737813
1471,202650.39492517523
1472,96835.17747048638
1473,105838.81146287057
1474,163103.3346636719
1475,105931.74497645674
1476,308513.11585814366
1477,253927.43163290434
1478,264985.69622960966
1479,277863.87840131903
1480,381479.74714539154
1481,301117.9500547759
1482,209630.25772976968
1483,202728.61762157036
1484,183593.17402710207
1485,167582.1337809153
1486,210786.9964275821
1487,314244.69171459693
1488,256785.51185270352
1489,200466.39470926998
1490,220233.65455571515
1491,204424.2259049695
1492,80414.26259305584
1493,195280.9298970243
1494,279287.1423357078
1495,277699.676627052
1496,221725.9213196626
1497,212647.47937643994
1498,165808.73509702645
1499,166348.6061101365
1500,169404.71916712448
1501,189142.33209918672
1502,153474.9066429655
1503,253898.44756012177
1504,222265.5425555678
1505,220745.5338076325
1506,220834.5900583081
1507,273226.6434667823
1508,209694.5974008795
1509,172254.514653862
1510,158948.7683145497
1511,156525.88803579612
1512,186543.37611841457
1513,163641.9239032399
1514,182418.8153662011
1515,254100.12210781313
1516,143299.5369502823
1517,149948.1937814448
1518,186840.55801625317
1519,222906.77204088215
1520,122350.67094845977
1521,129517.28589257458
1522,178720.27714449354
1523,121052.38031410752
1524,101469.88268748159
1525,99952.8679992382
1526,104246.52146818
1527,114960.74051692523
1528,134847.24479655083
1529,146324.24946639454
1530,184044.36580452975
1531,123849.76690001134
1532,55917.97855387442
1533,163589.72441722266
1534,128909.40640930273
1535,173147.1336871325
1536,108142.16180563462
1537,95275.35185596673
1538,134363.03589891456
1539,176866.98434795905
1540,132037.03360535065
1541,153196.22823349247
1542,166229.2153818789
1543,193888.0036324705
1544,59571.04521861416
1545,85617.99095349014
1546,111219.03611787595
1547,118096.78268012265
1548,117202.36807682877
1549,112796.17416315619
1550,136699.4670692836
1551,94956.584531673
1552,163213.02888756897
1553,120876.93932325346
1554,114473.98726324202
1555,166986.08694590488
1556,83789.04728918639
1557,96686.36581442086
1558,70214.99051751522
1559,108192.56451057945
1560,134942.8690776988
1561,179822.93395869154
1562,125109.10146562941
1563,101358.23356662784
1564,187143.57937524654
1565,153720.98639519513
1566,213570.99985683244
1567,76219.99893320212
1568,221000.90541461343
1569,151528.440218776
1570,113008.63782537333
1571,138732.76746323565
1572,146074.46176849725
1573,235735.37520661764
1574,158480.7548177126
1575,205026.8071362381
1576,249253.72197330743
1577,198246.63690649765
1578,131191.0513916216
1579,158502.0201429827
1580,202338.9094891497
1581,142680.00710391114
1582,125404.60442308849
1583,294747.9934603707
1584,238022.44348636037
1585,153582.95976204285
1586,62462.56334662158
1587,78640.16921250243
1588,137487.62236823095
1589,114771.6562631689
1590,131332.50242696935
1591,80301.34945173515
1592,133520.14869936882
1593,95813.13520709169
1594,161579.93469337653
1595,109714.73868465051
1596,211384.0193696362
1597,214980.08239780692
1598,188396.62749479339
1599,160928.06532428367
1600,173464.24653129466
1601,39203.76787927374
1602,95234.07842067303
1603,60850.63936662278
1604,238583.6332895644
1605,246299.36791108968
1606,168767.80275672395
1607,248003.7507480611
1608,227478.89036422502
1609,195536.278690096
1610,174707.57348556584
1611,160280.38423266774
1612,215236.99271617876
1613,200740.78693016293
1614,113990.19940746017
1615,84898.37606266001
1616,84894.52558300481
1617,107715.44358512759
1618,122804.31665627146
1619,132610.89768254943
1620,246231.1852125395
1621,162971.98145058844
1622,137271.9062100607
1623,242104.27489499422
1624,219163.17543820431
1625,92935.94122400857
1626,183691.25263521727
1627,198660.9800683991
1628,273174.16434096126
1629,178936.16154873697
1630,325737.0421386827
1631,212251.42327034753
1632,235060.03774354514
1633,161544.47392776143
1634,202104.19105337607
1635,179015.8862514617
1636,174614.29392053932
1637,210526.74933761312
1638,208367.4748685439
1639,209641.3833097061
1640,268773.46347949235
1641,208794.60684621148
1642,225714.11615491612
1643,227487.9332905407
1644,220597.60902231326
1645,205111.94218855677
1646,148685.2889265921
1647,158512.15079421597
1648,156396.36313540395
1649,123524.88695208868
1650,122958.46184209734
1651,142990.3946179091
1652,98153.15314995544
1653,97452.31771672145
1654,166967.93796904106
1655,143712.68365101144
1656,164413.6093838308
1657,168967.44854746806
1658,165411.43943321705
1659,105699.20964993373
1660,160506.38656958798
1661,339218.1541163856
1662,327014.0792427226
1663,305810.2707048976
1664,374426.8362318929
1665,272913.3072448643
1666,275888.98061075155
1667,313663.08260872634
1668,273742.34938473813
1669,246054.0249135252
1670,280039.2226967509
1671,249762.14583752723
1672,346419.9224472833
1673,280229.7729213014
1674,257376.88715034164
1675,206525.57632263284
1676,203450.79716980923
1677,208791.11146879382
1678,355286.5380427921
1679,317886.95953981346
1680,271626.23556798184
1681,221124.24795667361
1682,261931.25624555768
1683,209717.60460213711
1684,184621.98062445456
1685,189340.73420655774
1686,191319.6263488708
1687,168353.31163032493
1688,204015.30579819856
1689,199945.61407840857
1690,187438.0927079809
1691,174175.4078091844
1692,247356.62592540914
1693,166781.23401264753
1694,187634.08088820847
1695,166500.26086806133
1696,279482.1660102797
1697,166077.39927228494
1698,318641.1076758127
1699,294583.08231404563
1700,237120.50391780678
1701,250439.93661119044
1702,270024.9532312155
1703,261015.97018166492
1704,268044.14621508354
1705,214523.3023780426
1706,351846.97426424874
1707,219355.25020836806
1708,215194.58703860268
1709,250932.35513942176
1710,218109.4861901612
1711,239226.53064792277
1712,262371.47912190994
1713,259960.60940730805
1714,228280.22715321602
1715,205209.18017386366
1716,198905.95509714494
1717,188012.76352042565
1718,148440.89404806588
1719,214877.55957929976
1720,244513.93095128797
1721,184661.76334887696
1722,142448.21019079676
1723,178484.0135441725
1724,241325.53725014627
1725,233750.07703447388
1726,198636.67361890804
1727,190598.99700223422
1728,183876.0456743827
1729,162277.61329504522
1730,169585.14311656868
1731,125447.72949126828
1732,115598.49279037188
1733,94716.65541818249
1734,109385.1615482159
1735,116738.03030957608
1736,97712.46894251416
1737,277286.3215612462
1738,213971.90490533225
1739,342354.4062697259
1740,251866.0467313109
1741,202043.6774665299
1742,189219.61974928062
1743,180188.0439507328
1744,235965.12513515074
1745,230168.7530188905
1746,227727.13740630215
1747,207358.98852600995
1748,259774.38564809365
1749,166097.6352824727
1750,141134.6419614437
1751,240895.93797494425
1752,99031.10339628696
1753,195338.79433857696
1754,216075.4467507815
1755,165785.10761274025
1756,113570.92506081052
1757,90916.17858592141
1758,172999.87370773312
1759,174987.33510894328
1760,182140.8072056286
1761,163136.95759761613
1762,197624.51423187694
1763,176294.28992558736
1764,97997.99767740886
1765,212229.21702077333
1766,173258.26017827122
1767,214984.00092233438
1768,119089.16137576848
1769,163254.67633489426
1770,119772.15340096178
1771,124983.22165933019
1772,144905.3374849558
1773,124620.95853955438
1774,214419.66313435463
1775,107046.67383223982
1776,113230.15202974947
1777,71588.33546112617
1778,130482.17478761543
1779,83226.43709780416
1780,166613.98555843113
1781,117939.87653990136
1782,83429.24484936078
1783,149923.91503536887
1784,81784.43197529064
1785,91979.9244961054
1786,204890.65197606012
1787,160122.75995784346
1788,20652.08269348112
1789,82995.20940383477
1790,62238.45458016754
1791,267513.8920141952
1792,152826.55985607533
1793,137039.92752454244
1794,144571.59307668172
1795,115991.95549371955
1796,87591.77873245766
1797,122874.83888155082
1798,108568.65488431742
1799,68930.69472867879
1800,102483.74725705804
1801,142833.15252904547
1802,170924.5647664331
1803,177880.639468214
1804,139961.76647461718
1805,113635.67660964932
1806,136348.08681175672
1807,150684.14056498324
1808,119876.53914285265
1809,93265.05252640042
1810,136864.20760098705
1811,90979.18553958088
1812,80583.83829566534
1813,121087.61586635653
1814,84320.5229091288
1815,27980.49556622398
1816,54851.84403121006
1817,118275.21810096968
1818,136621.156397969
1819,118046.91268549906
1820,29873.72929140646
1821,114734.68819762976
1822,169531.8076687879
1823,10427.437092654407
1824,116706.61320884153
1825,120784.95522885537
1826,74632.89113926422
1827,109699.62893868913
1828,124784.35377860907
1829,173306.03327374673
1830,150566.34509257972
1831,153465.9249334503
1832,135035.0138797299
1833,136330.52077829465
1834,119112.65700232051
1835,134606.86429485027
1836,144686.10681080213
1837,49960.4056452692
1838,103974.53325136122
1839,84159.17833707691
1840,125837.82158917189
1841,135352.30338117015
1842,74007.99318163586
1843,123496.34557659784
1844,128198.38955879444
1845,140305.84576822817
1846,140871.19894611463
1847,176432.77858526958
1848,12719.049625782529
1849,114035.32974597695
1850,111570.02197748097
1851,129750.41676469706
1852,110227.93389868108
1853,130885.4549587015
1854,164381.73962563323
1855,160015.10358416568
1856,218363.63954213914
1857,153794.1437356295
1858,194286.2661498543
1859,142526.8778720703
1860,173087.21455931012
1861,140807.41792981373
1862,322380.64005632
1863,322376.78957666503
1864,322372.9390970096
1865,270489.04222884495
1866,269480.3701814278
1867,243756.51483726455
1868,262086.52043756982
1869,202112.43678269675
1870,219359.60505023552
1871,242881.64256304642
1872,182656.14437033096
1873,222566.57614391623
1874,141594.34323628806
1875,212294.16975610843
1876,210132.50548998732
1877,212643.62242357433
1878,218458.04691513022
1879,114860.50026985444
1880,135075.65990070533
1881,256554.3314442034
1882,250585.1674247356
1883,208893.533743178
1884,223340.88178383792
1885,217428.6758189723
1886,255635.53360031778
1887,204217.64759688266
1888,254753.8436247292
1889,179267.18353918614
1890,125868.13532526046
1891,162139.72987601114
1892,91906.6446850372
1893,125630.97858152073
1894,151083.86924916506
1895,149641.14266143972
1896,101699.10153192235
1897,100879.96986621851
1898,87913.69847689196
1899,137563.71736094914
